,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake,futur_speed
111,scene-0687,1535488293147528,1535488294239587,957a0a3f92554c36848a51ac6e26bb4e,58fceaee7f2d407181bfd5f6bde4a560,"[488.899, 1706.905, 0.0]","[503.589, 1704.939, 1.03]",14.857,-28.3,14.13,394,0,431,0,16.63
114,scene-0687,1535488293647367,1535488294738973,957a0a3f92554c36848a51ac6e26bb4e,f24f02f1734a4f31b3d238820f940e77,"[490.651, 1706.124, 0.0]","[502.396, 1705.536, 0.927]",11.796,-27.8,16.63,431,0,379,0,19.5
118,scene-0687,1535488294147279,1535488295239287,957a0a3f92554c36848a51ac6e26bb4e,698a4c0d292b4df1981e28d98273f752,"[492.374, 1705.332, 0.0]","[501.617, 1705.961, 0.878]",9.306,-14.8,19.5,379,0,366,0,21.8
121,scene-0687,1535488294647122,1535488295739125,957a0a3f92554c36848a51ac6e26bb4e,fc797e96cc62488f94ecfe2f78d35caf,"[494.213, 1704.437, 0.0]","[501.412, 1706.075, 0.854]",7.432,-7.3,21.8,366,0,363,0,23.72
3,scene-0688,1535488334797031,1535488335238374,36dcbb9f10a2466cbb54bfd76c8d09ef,c4b9c28c9b4842dfa5f06ed7757f97e1,"[732.041, 1538.462, 0.0]","[752.704, 1517.552, 0.721]",29.406,-3.3,20.73,0,0,0,0,19.69
14,scene-0688,1535488335296903,1535488335738401,36dcbb9f10a2466cbb54bfd76c8d09ef,781e7ae044fa4f7595cdaca4793f9262,"[734.431, 1536.722, 0.0]","[752.711, 1517.544, 0.721]",26.504,-22.0,19.69,0,0,0,0,18.26
26,scene-0688,1535488335796783,1535488336238367,36dcbb9f10a2466cbb54bfd76c8d09ef,4b90f54df3134e5daab9dfc911c61fc8,"[736.766, 1535.007, 0.0]","[752.718, 1517.536, 0.721]",23.668,-32.1,18.26,0,0,0,0,16.98
37,scene-0688,1535488336297218,1535488336738259,36dcbb9f10a2466cbb54bfd76c8d09ef,c1ed216d3d3e484bb3cc971c7962974c,"[738.856, 1533.393, 0.0]","[752.725, 1517.528, 0.721]",21.085,-19.3,16.98,0,0,0,0,15.64
51,scene-0688,1535488336797090,1535488337238149,36dcbb9f10a2466cbb54bfd76c8d09ef,75e7738f4e604c1eabb24285346a167a,"[740.747, 1531.835, 0.0]","[752.732, 1517.521, 0.721]",18.683,-10.1,15.64,0,0,0,0,14.35
61,scene-0688,1535488337296405,1535488337738189,36dcbb9f10a2466cbb54bfd76c8d09ef,b85493e7b9cd4a79887f9d2540c31194,"[742.467, 1530.346, 0.0]","[752.739, 1517.513, 0.721]",16.454,-4.0,14.35,0,0,0,0,13.11
70,scene-0688,1535488337796837,1535488338238576,36dcbb9f10a2466cbb54bfd76c8d09ef,68076035c59e457c911548c7d43ae607,"[743.986, 1528.999, 0.0]","[752.746, 1517.505, 0.721]",14.469,6.3,13.11,0,0,0,0,11.87
71,scene-0688,1535488338297268,1535488338738021,36dcbb9f10a2466cbb54bfd76c8d09ef,3a0d7374c9944b4a90e24bdd2dc05a66,"[745.385, 1527.763, 0.0]","[752.753, 1517.497, 0.721]",12.657,12.8,11.87,0,0,0,0,10.7
81,scene-0688,1535488338796590,1535488339238531,36dcbb9f10a2466cbb54bfd76c8d09ef,4e9604207ec04401aa999830eefa9fa0,"[746.673, 1526.616, 0.0]","[752.76, 1517.489, 0.721]",10.994,15.7,10.7,0,0,0,0,9.6
86,scene-0688,1535488339297071,1535488339737610,36dcbb9f10a2466cbb54bfd76c8d09ef,78220170de9945959f7615ae115c9ca1,"[747.849, 1525.588, 0.0]","[752.767, 1517.481, 0.721]",9.509,15.1,9.6,0,0,0,1,8.65
96,scene-0688,1535488339796913,1535488340238376,36dcbb9f10a2466cbb54bfd76c8d09ef,5635e3e655284cb590319ce223c795dc,"[748.895, 1524.683, 0.0]","[752.774, 1517.473, 0.721]",8.219,7.0,8.65,0,1,0,3,7.66
101,scene-0688,1535488340297332,1535488340738363,36dcbb9f10a2466cbb54bfd76c8d09ef,c95e6f13f5054207b071bfe22d817f83,"[749.84, 1523.886, 0.0]","[752.78, 1517.465, 0.721]",7.098,-27.6,7.66,0,3,0,4,6.72
108,scene-0688,1535488340797545,1535488341238552,36dcbb9f10a2466cbb54bfd76c8d09ef,a3bbb74542564a879c89465e4c41a3a7,"[750.68, 1523.178, 0.0]","[752.787, 1517.457, 0.721]",6.139,-51.5,6.72,0,4,0,6,5.75
110,scene-0688,1535488341297077,1535488341737706,36dcbb9f10a2466cbb54bfd76c8d09ef,55fdaaf72fca463dab96fd83182888fa,"[751.425, 1522.537, 0.0]","[752.794, 1517.45, 0.721]",5.317,-62.2,5.75,0,6,0,9,4.44
120,scene-0688,1535488341796959,1535488342237989,e01ecfb5e7cb48239993311b072d1fc5,6891a2c74f3044f1b3db5322049f785a,"[752.043, 1521.984, 0.0]","[760.01, 1514.607, 0.911]",10.896,-66.2,4.44,0,9,0,7,2.95
123,scene-0688,1535488342296822,1535488342737650,e01ecfb5e7cb48239993311b072d1fc5,7c02fb4b9a3b437fbaedd78de53f74ac,"[752.524, 1521.538, 0.0]","[760.013, 1514.601, 0.911]",10.249,-66.2,2.95,0,7,0,7,1.56
128,scene-0688,1535488342697178,1535488343238346,e01ecfb5e7cb48239993311b072d1fc5,90b242cf6055430f979a2ee9da825675,"[752.809, 1521.263, 0.0]","[760.016, 1514.597, 0.911]",9.859,-66.7,1.56,0,7,0,9,0.0
131,scene-0688,1535488343197037,1535488343738281,e01ecfb5e7cb48239993311b072d1fc5,db9f378b0e6b4be3b6d491a63dba5efa,"[753.039, 1521.032, 0.0]","[760.019, 1514.591, 0.911]",9.541,-68.4,0.0,0,9,0,9,0.0
138,scene-0688,1535488343697766,1535488344239052,b73f0012ec1645058e450e1eefe7101d,70811233cb024a54990eb170945dbf3f,"[753.138, 1520.919, 0.0]","[757.01, 1511.571, 1.2]",10.189,-69.0,0.0,0,9,0,9,0.0
81,scene-0689,1535488379896487,1535488380237243,04d74ebcfe7b49e09ca520a6e51a0675,44365f740c8046dc8bde1273194c5443,"[753.093, 1520.873, 0.0]","[765.036, 1517.132, 0.682]",12.533,-66.5,0.0,0,9,0,9,0.0
95,scene-0689,1535488380396912,1535488380737729,04d74ebcfe7b49e09ca520a6e51a0675,4e6851c042c4476694995211deb3e132,"[753.093, 1520.873, 0.0]","[761.66, 1519.832, 0.693]",8.657,-66.5,0.0,0,9,0,9,0.0
160,scene-0689,1535488384947231,1535488385237076,4e4f76e4dc444f58bf79454a7236d109,f7c1f2b005ec471786f57112f48b972b,"[753.093, 1520.873, 0.0]","[765.011, 1516.215, 0.822]",12.822,-66.5,0.0,0,9,0,9,0.0
170,scene-0689,1535488385447129,1535488385737214,4e4f76e4dc444f58bf79454a7236d109,809de42330de47cc9d9db4c683e340fb,"[753.093, 1520.873, 0.0]","[762.287, 1518.365, 0.816]",9.564,-66.5,0.0,0,9,0,9,0.0
173,scene-0689,1535488385946989,1535488386237129,4e4f76e4dc444f58bf79454a7236d109,c598a97adb1d4bf0ad9b5254ae7a46ea,"[753.093, 1520.873, 0.0]","[760.094, 1520.326, 0.826]",7.07,-66.5,0.0,0,9,0,9,0.0
195,scene-0689,1535488387447159,1535488387737284,a5955a920af145998b63cb57c12547c5,e2ffd09a950741c49a2cf96b097eedfa,"[753.093, 1520.873, 0.0]","[759.053, 1509.467, 1.448]",12.95,-65.8,0.0,226,0,206,0,2.89
203,scene-0689,1535488387947036,1535488388236908,a5955a920af145998b63cb57c12547c5,c03c6a0661384803be23f2ea96c664c4,"[753.11, 1520.857, 0.0]","[759.854, 1508.671, 1.448]",14.003,-33.5,2.89,206,0,241,0,5.2
217,scene-0689,1535488388447451,1535488388737367,a5955a920af145998b63cb57c12547c5,fa994abbcd644fd28c4a3123a6474fa7,"[753.328, 1520.642, 0.0]","[760.646, 1507.864, 1.398]",14.791,63.4,5.2,241,0,288,0,7.4
222,scene-0689,1535488388946783,1535488389236858,a5955a920af145998b63cb57c12547c5,89854fc3ec2a405c8729fb8cfe865fb0,"[753.828, 1520.145, 0.0]","[761.471, 1506.636, 1.398]",15.583,80.4,7.4,288,0,322,0,9.74
230,scene-0689,1535488389447200,1535488389737111,59bd181261f64151b895b894dbbaa9a0,4129b7d1a371409d85d44d29439c9ba3,"[754.601, 1519.421, 0.0]","[756.37, 1514.26, 0.715]",5.502,54.2,9.74,322,0,347,0,12.25
240,scene-0689,1535488389947204,1535488390237304,59bd181261f64151b895b894dbbaa9a0,f3bc69d04a4d47648b6c306c11786962,"[755.682, 1518.482, 0.0]","[757.803, 1513.019, 0.715]",5.904,24.5,12.25,347,0,371,0,14.83
246,scene-0689,1535488390446977,1535488390737472,59bd181261f64151b895b894dbbaa9a0,48909b9d9eab4c5db4e48764a0e5a86c,"[757.03, 1517.371, 0.0]","[759.998, 1511.164, 0.715]",6.917,3.0,14.83,371,0,376,0,17.45
258,scene-0689,1535488390946859,1535488391236870,59bd181261f64151b895b894dbbaa9a0,494fca8acbe14ad0801ce1341f151c2a,"[758.668, 1516.053, 0.0]","[762.194, 1509.309, 0.715]",7.644,-13.6,17.45,376,0,342,0,19.99
268,scene-0689,1535488391446724,1535488391737036,59bd181261f64151b895b894dbbaa9a0,253e5b4d347d49afa04d82afd4706d2c,"[760.626, 1514.47, 0.0]","[764.389, 1507.453, 0.715]",7.995,-20.9,19.99,342,0,179,0,21.83
277,scene-0689,1535488391947165,1535488392237051,502a91807bee4a0cb8171cdb7a62a4ae,a753fd4677294f6887706b9c7ec101da,"[762.803, 1512.644, 0.0]","[770.118, 1512.772, 0.788]",7.358,-18.7,21.83,179,0,26,0,22.39
282,scene-0689,1535488392447023,1535488392737449,59bd181261f64151b895b894dbbaa9a0,5ec5e67138c44ba0b097907697398f02,"[765.155, 1510.554, 0.0]","[769.474, 1503.175, 0.75]",8.583,-11.4,22.39,26,0,30,0,21.99
294,scene-0689,1535488392946354,1535488393236882,59bd181261f64151b895b894dbbaa9a0,cb6e3d8d8d994bd783d07894fc9ee3bc,"[767.495, 1508.389, 0.0]","[772.358, 1500.757, 0.785]",9.084,-8.7,21.99,30,0,146,0,21.65
202,scene-0695,1535573064898347,1535573064973631,0b613b08560a4d8d865e617e9738fb9a,47e516d04d6649cf84a471e73a7aa94e,"[2165.937, 879.538, 0.0]","[2123.173, 884.251, 1.299]",43.043,9.0,33.54,174,0,164,0,33.49
218,scene-0695,1535573065398769,1535573065473469,0b613b08560a4d8d865e617e9738fb9a,4b1cbc01fc6d4d2a8c35f1acb18def11,"[2161.223, 879.511, 0.0]","[2123.557, 882.667, 1.215]",37.817,9.5,33.49,164,0,0,0,33.66
224,scene-0695,1535573065899237,1535573065973453,0b613b08560a4d8d865e617e9738fb9a,7a7cb58f685440e39c3600e25b5c6011,"[2156.453, 879.391, 0.0]","[2124.065, 881.655, 1.13]",32.487,7.7,33.66,0,0,0,22,31.89
239,scene-0695,1535573066399615,1535573066473500,0b613b08560a4d8d865e617e9738fb9a,2b59d664f22b4e21814b58acf5a3f0d6,"[2151.736, 879.185, 0.0]","[2124.896, 879.995, 1.045]",26.873,-4.6,31.89,0,22,0,22,26.76
249,scene-0695,1535573066900053,1535573066973546,0b613b08560a4d8d865e617e9738fb9a,f1b95f0b777040bb9021671e54ba10d2,"[2147.374, 878.988, 0.0]","[2125.996, 878.499, 0.961]",21.405,-12.3,26.76,0,22,0,21,21.27
256,scene-0695,1535573067450796,1535573067472604,0b613b08560a4d8d865e617e9738fb9a,e58df4ffefc846c0bc8cb08407afea4f,"[2143.67, 878.908, 0.0]","[2127.607, 877.282, 0.909]",16.171,-9.6,21.27,0,21,0,12,16.62
265,scene-0695,1535573067950688,1535573067972801,0b613b08560a4d8d865e617e9738fb9a,dbbe72696a7943d3b4dfd6abb65c7839,"[2141.14, 878.891, 0.0]","[2129.323, 876.363, 0.862]",12.115,-6.3,16.62,0,12,0,0,14.58
271,scene-0695,1535573068400784,1535573068473401,0b613b08560a4d8d865e617e9738fb9a,7ebebfccb4d845d5a932a7b13a8b4350,"[2139.276, 878.884, 0.0]","[2130.989, 875.7, 0.819]",8.915,3.2,14.58,0,0,161,0,14.03
319,scene-0695,1535573070398091,1535573070473461,20e4f3bdf473402fa6894937fcbf3292,4d5c6c232657441c983b4a341473a3f8,"[2131.148, 878.727, 0.0]","[2098.872, 872.286, 1.011]",32.928,6.8,16.41,263,0,267,0,17.72
328,scene-0695,1535573070897955,1535573070973174,7658f748aa2e44e19ca5d5676351cc2f,0e9647edced1460287e6fde6d8f1a129,"[2128.76, 878.619, 0.0]","[2079.97, 873.467, 0.943]",49.07,2.3,17.72,267,0,241,0,18.92
350,scene-0695,1535573071397288,1535573071473347,7658f748aa2e44e19ca5d5676351cc2f,9aa47f4c256643cd9bc42be999adad91,"[2126.186, 878.495, 0.0]","[2083.441, 873.637, 0.911]",43.03,-2.9,18.92,241,0,153,0,19.86
355,scene-0695,1535573071897163,1535573071973488,7658f748aa2e44e19ca5d5676351cc2f,a6249a0832a14d21a00bf74795c60427,"[2123.439, 878.377, 0.0]","[2086.239, 873.772, 0.879]",37.495,-2.8,19.86,153,0,0,0,20.02
369,scene-0695,1535573072447926,1535573072472832,7658f748aa2e44e19ca5d5676351cc2f,ea703628c4e94342af018ca18e3f17fe,"[2120.34, 878.26, 0.0]","[2088.771, 873.892, 0.843]",31.881,-1.4,20.02,0,0,0,0,19.57
384,scene-0695,1535573072898562,1535573072973479,7658f748aa2e44e19ca5d5676351cc2f,bc0eb242b7334fc6b128b80d71a07c54,"[2117.807, 878.175, 0.0]","[2090.41, 873.966, 0.814]",27.73,-0.3,19.57,0,0,0,0,18.84
8,scene-0696,1535573074898623,1535573074972892,77045bb91c6a4fedab7d335d23d9c68b,63bd21a2722f42bd856d97e5a8693ae3,"[2107.478, 877.84, 0.0]","[2097.581, 874.379, 0.813]",10.516,0.2,16.67,0,0,0,0,15.94
32,scene-0696,1535573075399059,1535573075473446,77045bb91c6a4fedab7d335d23d9c68b,41999276d3fc49939d136fb398ae164e,"[2105.207, 877.786, 0.0]","[2099.28, 874.476, 0.738]",6.829,-0.2,15.94,0,0,0,0,15.14
115,scene-0696,1535573078947954,1535573078972657,357e5f6e700d4abd96de7a5523398010,797cf7f12f0b4b9d888d9fa866dfcc86,"[2088.789, 877.361, 0.0]","[2045.888, 872.376, 1.315]",43.21,-0.3,22.5,334,0,324,0,24.46
133,scene-0696,1535573079448391,1535573079472453,357e5f6e700d4abd96de7a5523398010,66e227f0f1034d55b8141228393521c7,"[2085.447, 877.283, 0.0]","[2051.364, 872.41, 1.236]",34.451,-0.3,24.46,324,0,314,0,26.25
148,scene-0696,1535573079948271,1535573079973178,357e5f6e700d4abd96de7a5523398010,65bf1f357eae42fa8f73ef810dad6110,"[2081.841, 877.218, 0.0]","[2056.754, 872.491, 1.126]",25.553,2.0,26.25,314,0,303,0,27.92
153,scene-0696,1535573080448685,1535573080472622,357e5f6e700d4abd96de7a5523398010,b9003748be344b45a51fbe294ea669fc,"[2078.0, 877.155, 0.0]","[2062.15, 872.572, 1.016]",16.53,2.1,27.92,303,0,299,0,29.39
162,scene-0696,1535573080948559,1535573080972991,357e5f6e700d4abd96de7a5523398010,da92b17dc203439dba4370c43e56a3ab,"[2073.985, 877.085, 0.0]","[2067.54, 872.652, 0.906]",7.874,2.6,29.39,299,0,290,0,30.78
362,scene-0697,1535573110949999,1535573111471979,cd78d686f0a345d896fa2d6199bfea2c,dd477ed91e444f28ae2cb27bf8f7b859,"[1907.672, 873.315, 0.0]","[1858.783, 875.713, 1.023]",48.958,12.8,32.96,200,0,79,0,33.07
373,scene-0697,1535573111449869,1535573111972401,cd78d686f0a345d896fa2d6199bfea2c,738d2ef7e1e041dabd5818e843d5f706,"[1903.017, 873.342, 0.0]","[1858.783, 875.713, 0.99]",44.308,11.7,33.07,79,0,154,0,32.88
382,scene-0697,1535573111949739,1535573112471728,cd78d686f0a345d896fa2d6199bfea2c,90bcfbd3727f42058d9b54237e2d4669,"[1898.374, 873.266, 0.0]","[1858.783, 875.713, 0.957]",39.678,6.1,32.88,154,0,136,0,33.15
389,scene-0697,1535573112449630,1535573112972290,cd78d686f0a345d896fa2d6199bfea2c,e8e22d79b7584d5fa8b898abd2db614c,"[1893.741, 873.084, 0.0]","[1858.783, 875.713, 0.923]",35.069,3.4,33.15,136,0,105,0,32.91
400,scene-0697,1535573112950659,1535573113472477,cd78d686f0a345d896fa2d6199bfea2c,a73fc7f90b6d4f11947b31d4c82dedc6,"[1889.135, 872.89, 0.0]","[1858.783, 875.713, 0.89]",30.496,1.5,32.91,105,0,52,0,32.85
19,scene-0698,1535573114899775,1535573114972387,ba6e0423d2454ab5924aa90f6918defb,89accc3557f54c478e00add42c29dc6d,"[1871.055, 872.011, 0.0]","[1858.282, 875.774, 0.668]",13.333,-6.0,32.12,99,0,122,0,32.03
27,scene-0698,1535573115399663,1535573115472421,ba6e0423d2454ab5924aa90f6918defb,4198687e88df4ddeaad156fc5d2bd9d4,"[1866.535, 871.902, 0.0]","[1858.281, 875.773, 0.682]",9.143,-6.1,32.03,122,0,97,0,31.65
55,scene-0698,1535573115899551,1535573115972005,2b0840b17b354492a8c9dc4c9e588b89,6860473be5014c8487a60fdc50c31ce1,"[1862.041, 871.861, 0.0]","[1852.765, 875.678, 0.783]",10.062,-5.5,31.65,97,0,97,0,31.66
70,scene-0698,1535573116449171,1535573116472271,2b0840b17b354492a8c9dc4c9e588b89,d18ed6807f8a407996f1ac897d8646b8,"[1857.094, 871.888, 0.0]","[1852.765, 875.678, 0.783]",5.807,-1.6,31.66,97,0,158,0,31.54
97,scene-0698,1535573116949049,1535573116972082,c3c3c404490a4fb6a6d9c674710900ba,4d3e443562ac499289f1c13dc8c74f0d,"[1852.632, 871.939, 0.0]","[1838.001, 876.026, 0.85]",15.215,-1.2,31.54,158,0,229,0,31.75
114,scene-0698,1535573117448926,1535573117472122,c3c3c404490a4fb6a6d9c674710900ba,7bfa00adf9ef4efabcd34866791a668f,"[1848.229, 871.991, 0.0]","[1838.001, 876.026, 0.82]",11.026,0.5,31.75,229,0,278,0,32.19
127,scene-0698,1535573117948817,1535573117972468,c3c3c404490a4fb6a6d9c674710900ba,c5c442e4eccb4dd49b5003e1944ceabb,"[1843.67, 872.034, 0.0]","[1838.001, 876.026, 0.814]",6.981,11.0,32.19,278,0,249,0,33.4
155,scene-0698,1535573118449230,1535573118472072,5c0ad9b38bd84b02a992ab995e765124,a679d2e12a3d40d5a370f07b69c206fd,"[1839.024, 872.002, 0.0]","[1831.85, 875.862, 0.867]",8.193,6.0,33.4,249,0,291,0,33.99
177,scene-0698,1535573118949108,1535573118972498,6df8766e51c5495fa103a8d16ad47b06,46c80df2eead424a9c91fd5a19d3ade1,"[1834.301, 871.923, 0.0]","[1822.543, 875.71, 0.77]",12.377,2.7,33.99,291,0,262,0,35.41
186,scene-0698,1535573119448975,1535573119471924,6df8766e51c5495fa103a8d16ad47b06,e78fcbbfaaa24750b63dd8f1c7265bb6,"[1829.486, 871.81, 0.0]","[1822.543, 875.71, 0.74]",7.998,2.8,35.41,262,0,273,0,36.12
200,scene-0698,1535573119899110,1535573119972227,0fd7872813cd4351b20b62590b87dd5f,4bf60e4a073b4b06bb2c02129cd756fd,"[1824.916, 871.688, 0.0]","[1811.229, 875.409, 0.686]",14.2,3.0,36.12,273,0,174,0,36.94
239,scene-0698,1535573120449285,1535573120472130,0fd7872813cd4351b20b62590b87dd5f,57590eeff98b4f5e9009f401fbcd71f2,"[1819.243, 871.499, 0.0]","[1811.263, 875.409, 0.686]",8.913,3.0,36.94,174,0,29,0,37.14
247,scene-0698,1535573120949169,1535573120971633,b385f0c4319a41f9835794ce3a079a31,181dc6a1c24547d598e88778c7dc9cc8,"[1813.954, 871.303, 0.0]","[1805.763, 875.38, 0.941]",9.197,2.3,37.14,29,0,3,0,36.61
263,scene-0698,1535573121398741,1535573121471593,9ff1a4112d1948568cfa5a1f6debe40f,d4cbe0e288594025bd1b74b4d88ed60f,"[1809.262, 871.118, 0.0]","[1800.02, 875.341, 0.682]",10.184,1.6,36.61,3,0,0,0,35.78
277,scene-0698,1535573121798538,1535573121972269,053962084b3640b5a926b6473166af78,64e8554b72d342f79b8da8cfc805ba75,"[1805.258, 870.964, 0.0]","[1785.749, 874.628, 0.784]",19.865,1.2,35.78,0,0,11,0,34.85
305,scene-0698,1535573122298467,1535573122472696,053962084b3640b5a926b6473166af78,ba52c387db50450ab496b5cb5b0f14cf,"[1800.112, 870.753, 0.0]","[1785.714, 874.632, 0.742]",14.929,-3.0,34.85,11,0,0,0,33.79
312,scene-0698,1535573122798282,1535573122971740,053962084b3640b5a926b6473166af78,573da39e9efe45d7b0775d1b009beaef,"[1795.126, 870.528, 0.0]","[1785.583, 874.587, 0.766]",10.399,-6.4,33.79,0,0,0,0,32.67
334,scene-0698,1535573123298151,1535573123471487,053962084b3640b5a926b6473166af78,a590a87762b34c5aa6245f03ce6b04d1,"[1790.38, 870.376, 0.0]","[1785.452, 874.541, 0.789]",6.5,-8.2,32.67,0,0,104,0,31.9
353,scene-0698,1535573124298441,1535573124471582,2efddad65a5843e1aa2dc6c0c2e0b8a9,4ebe3c88740f4eeb908131b9f3bb812f,"[1781.4, 870.347, 0.0]","[1763.026, 865.65, 1.983]",19.069,-5.7,31.63,0,0,39,0,31.23
360,scene-0698,1535573124798873,1535573124971798,2efddad65a5843e1aa2dc6c0c2e0b8a9,efeeb739025a4890b68af0c208f6d8f1,"[1776.937, 870.408, 0.0]","[1769.26, 865.829, 1.954]",9.15,14.6,31.23,39,0,136,0,30.8
400,scene-0698,1535573126799483,1535573126971555,f6e06579eb5040959feb74c59f8d7c3f,9e99b675c45541fc8581e344b4dc7ef1,"[1759.385, 870.054, 0.0]","[1719.546, 870.243, 0.872]",39.849,0.9,31.24,0,1,0,8,28.47
45,scene-0700,1535573156050011,1535573156470794,13b18d35fc7944c2a1e30d7c365e4f6f,40c49b64c0ab4a29bd65a2969671a9ae,"[1588.718, 860.082, 0.0]","[1579.565, 851.281, 0.611]",12.712,53.0,16.57,110,0,16,0,16.86
62,scene-0700,1535573156550862,1535573156971803,13b18d35fc7944c2a1e30d7c365e4f6f,a948c6a2dd2c449bbe7f3b90e41a76d1,"[1586.552, 859.24, 0.0]","[1579.536, 851.256, 0.611]",10.646,67.4,16.86,16,0,0,0,16.7
71,scene-0700,1535573156948551,1535573157471422,13b18d35fc7944c2a1e30d7c365e4f6f,3379b76830d24ee38a9ec0e529386b31,"[1584.817, 858.475, 0.0]","[1579.551, 851.236, 0.661]",8.977,70.8,16.7,0,0,0,0,15.86
79,scene-0700,1535573157447880,1535573157971337,13b18d35fc7944c2a1e30d7c365e4f6f,28266d2a06dc4943a77d90316cd46f88,"[1582.757, 857.413, 0.0]","[1579.633, 851.22, 0.711]",6.973,73.1,15.86,0,0,0,0,14.65
92,scene-0700,1535573157947757,1535573158473510,dd5f847043d34a0a9b4b4909ec1fed55,f02de71c0d4b4c9eb26dc7e99776e6cb,"[1580.789, 856.224, 0.0]","[1574.564, 846.706, 0.718]",11.396,68.6,14.65,0,0,0,0,13.44
112,scene-0700,1535573158447619,1535573158971281,dd5f847043d34a0a9b4b4909ec1fed55,acd0742eb25c45428ff141666d6fd40b,"[1579.024, 854.982, 0.0]","[1574.582, 846.642, 0.768]",9.48,47.3,13.44,0,0,0,0,12.29
127,scene-0700,1535573158948608,1535573159471837,dd5f847043d34a0a9b4b4909ec1fed55,31286ef9fcef4ed4af38ae2c55ef1921,"[1577.502, 853.735, 0.0]","[1574.58, 846.6, 0.818]",7.753,28.4,12.29,0,0,0,0,11.13
129,scene-0700,1535573159449039,1535573159972223,dd5f847043d34a0a9b4b4909ec1fed55,16978af81a514fb9a6df9a15480f5097,"[1576.122, 852.498, 0.0]","[1574.558, 846.58, 0.818]",6.175,13.9,11.13,0,0,0,0,10.0
140,scene-0700,1535573159949459,1535573160471360,944bdab912604b3c8eb81fde0590ac50,9730f488af2d4cbea0d579445ad088a5,"[1574.959, 851.409, 0.0]","[1569.917, 840.653, 0.741]",11.902,6.6,10.0,0,0,0,0,9.04
151,scene-0700,1535573160549439,1535573160971259,944bdab912604b3c8eb81fde0590ac50,befb533edf4647b6bf45c0c73d937820,"[1573.695, 850.197, 0.0]","[1569.594, 840.308, 0.753]",10.732,0.0,9.04,0,0,0,1,8.06
170,scene-0700,1535573161049294,1535573161472323,944bdab912604b3c8eb81fde0590ac50,9b4226fd80d242f380a0c097e8a79e84,"[1572.815, 849.359, 0.0]","[1569.187, 839.835, 0.763]",10.22,0.4,8.06,0,1,0,4,7.22
184,scene-0700,1535573161549175,1535573161971259,944bdab912604b3c8eb81fde0590ac50,eb740a7541fa441183980d6bc7bf6e81,"[1571.989, 848.575, 0.0]","[1568.536, 839.063, 0.723]",10.145,20.9,7.22,0,4,0,0,6.48
194,scene-0700,1535573161949516,1535573162471397,944bdab912604b3c8eb81fde0590ac50,d545ac40a65b44c8988da46644257131,"[1571.38, 847.994, 0.0]","[1567.881, 838.258, 0.731]",10.371,28.3,6.48,0,0,0,12,5.89
199,scene-0700,1535573162448849,1535573162971311,944bdab912604b3c8eb81fde0590ac50,10fab53b76504a40b60504a08bb1e2ef,"[1570.714, 847.355, 0.0]","[1566.911, 837.02, 0.691]",11.034,27.4,5.89,0,12,0,5,3.95
220,scene-0700,1535573162949272,1535573163471140,944bdab912604b3c8eb81fde0590ac50,bcf8fb0274b0472c9393d761f6f567a9,"[1570.101, 846.76, 0.0]","[1565.772, 835.372, 0.741]",12.206,25.2,3.95,0,5,0,8,2.68
222,scene-0700,1535573163449146,1535573163970784,ff75473b65234dae82326460f762287a,2dfb1cf2a1174b21bd77b78154b2a141,"[1569.621, 846.276, 0.0]","[1542.552, 826.565, 1.166]",33.505,14.9,2.68,0,8,0,6,1.12
233,scene-0700,1535573163949576,1535573164471463,ff75473b65234dae82326460f762287a,b14e91d7047c4c2184089f4494882692,"[1569.291, 845.955, 0.0]","[1542.535, 826.557, 1.181]",33.069,11.2,1.12,0,6,0,5,0.0
246,scene-0700,1535573164449450,1535573164971755,dd8f60d07db1407c90be49dd49dbbf20,03c53c6224aa4fffaecbd609e5eb876c,"[1569.106, 845.777, 0.0]","[1542.807, 830.372, 0.971]",30.494,8.8,0.0,0,5,148,0,0.0
262,scene-0700,1535573164949878,1535573165470972,dd5f847043d34a0a9b4b4909ec1fed55,209279f8ad654437b9abb237e7913b5d,"[1569.068, 845.746, 0.0]","[1566.828, 838.789, 0.84]",7.357,8.0,0.0,148,0,270,0,1.17
270,scene-0700,1535573165450466,1535573165971220,3c245c3ab94e4a3cb7d9b0229c25a060,4d8d724e159a4b3a9d065f8de85179ca,"[1569.076, 845.759, 0.0]","[1534.626, 833.087, 1.286]",36.729,7.0,1.17,270,0,249,0,4.25
282,scene-0700,1535573165949632,1535573166471105,dd5f847043d34a0a9b4b4909ec1fed55,a9b4cd8b3ca94c488153c55649ad4cb7,"[1569.068, 845.756, 0.0]","[1562.96, 833.908, 0.733]",13.35,-1.1,4.25,249,0,280,0,6.57
294,scene-0700,1535573166449506,1535573166971174,dd5f847043d34a0a9b4b4909ec1fed55,20e3e77b989947f8a5613ed5bbd4734c,"[1568.855, 845.539, 0.0]","[1561.331, 831.111, 0.696]",16.287,-26.4,6.57,280,0,324,0,8.9
310,scene-0700,1535573166948830,1535573167471348,0c3773a72e494a1b8ad0ec82be61d073,832de009622f46ce9235558573b32d61,"[1568.33, 845.001, 0.0]","[1542.212, 822.099, 0.904]",34.748,-59.9,8.9,324,0,343,0,11.5
