scene,timestamp,inst_token,ann_token,distance,throttle,ego_speed,brake,future_throttle,future_brake
scene-0096,1533151275047647,9777b10bcf214319b5f52261d4943a59,ffc0380c46ad42748bbd20a82a0498e5,45.115,286,25.87,0,268,0
scene-0096,1533151275047647,565f61951e6d46a5b3de7d57150f5102,89d7cb7cf8a3470cb95264b4da4e231d,26.838,286,25.87,0,268,0
scene-0096,1533151275047647,9118e4be2f434a1682fee8ce09b10820,cd23c61b3e24482abd5986abd1553482,29.956,286,25.87,0,268,0
scene-0096,1533151275047647,6c6d5e413662411786c1dc2d4e6aa31e,8aec45a0cbcc4f0f9325b2570f3c56c1,28.392,286,25.87,0,268,0
scene-0096,1533151275547534,9777b10bcf214319b5f52261d4943a59,8a13667a5cb144ce9ace0b7bd1dd8b85,47.003,268,26.59,0,259,0
scene-0096,1533151275547534,9118e4be2f434a1682fee8ce09b10820,42bfcda6e13a49d195c92e24ee0d1e60,31.763,268,26.59,0,259,0
scene-0096,1533151275547534,565f61951e6d46a5b3de7d57150f5102,8e8c0965542d4057bfc26f0e94e2d7da,23.394,268,26.59,0,259,0
scene-0096,1533151276047417,9777b10bcf214319b5f52261d4943a59,d27d4e793ec04037b366476d727af019,49.21,259,27.46,0,259,0
scene-0096,1533151276047417,9118e4be2f434a1682fee8ce09b10820,3010e64e4d7a45808cbcde443dc3bba3,34.674,259,27.46,0,259,0
scene-0096,1533151276047417,565f61951e6d46a5b3de7d57150f5102,6f2bf2dac94d4ffb9ce3b9e586e213d9,19.89,259,27.46,0,259,0
scene-0096,1533151276647932,565f61951e6d46a5b3de7d57150f5102,db4971bb24c3450f8559dcb233164237,15.435,259,28.39,0,259,0
scene-0096,1533151276647932,9777b10bcf214319b5f52261d4943a59,16d9da419b5a4c94a099588032ced902,51.597,259,28.39,0,259,0
scene-0096,1533151276647932,9118e4be2f434a1682fee8ce09b10820,46c14f52163b469b913a6e57ab02cac2,36.585,259,28.39,0,259,0
scene-0096,1533151277147840,9118e4be2f434a1682fee8ce09b10820,9e65e10d49834a18998f43e059051ce1,38.887,259,29.48,0,255,0
scene-0096,1533151277147840,93a7614dd9314cb9b184dc94bab76c7d,6420776f9c364b9baf86ded78ef02627,95.973,350,11.38,0,350,0
scene-0096,1533151277147840,9777b10bcf214319b5f52261d4943a59,da9d2df3800f4ce998587c676fbcfd26,53.744,259,29.48,0,255,0
scene-0096,1533151277647671,93a7614dd9314cb9b184dc94bab76c7d,f4124e5919884cd288127e0b5686fdb7,91.798,350,13.56,0,350,0
scene-0096,1533151277647671,9777b10bcf214319b5f52261d4943a59,9a771b925db04671924b2025394aee0e,55.713,255,30.37,0,242,0
scene-0096,1533151277647671,9118e4be2f434a1682fee8ce09b10820,680cb7f302524a9fa876312b0cdf7794,41.335,255,30.37,0,242,0
scene-0096,1533151278148112,93a7614dd9314cb9b184dc94bab76c7d,1666fe298f144f77aedebc255641a07b,87.538,350,15.56,0,350,0
scene-0096,1533151278148112,9777b10bcf214319b5f52261d4943a59,3beedc31b5de4b9da21defb3e6b37df5,57.541,242,31.31,0,216,0
scene-0096,1533151278148112,9118e4be2f434a1682fee8ce09b10820,d3de508b3d004249b38c20facc0b1926,43.648,242,31.31,0,216,0
scene-0096,1533151278648011,93a7614dd9314cb9b184dc94bab76c7d,11e22e5b755440b69e60bd6ef702216e,83.211,350,17.48,0,319,0
scene-0096,1533151278648011,9777b10bcf214319b5f52261d4943a59,cea6d1fa587d447797d5c73f23f90d2e,58.993,216,32.99,0,216,0
scene-0096,1533151278648011,9118e4be2f434a1682fee8ce09b10820,2fdf09d78cae45f89e5776bd3723de83,45.858,216,32.99,0,216,0
scene-0096,1533151279147860,9777b10bcf214319b5f52261d4943a59,d7013bdce7be458aa881724f2c5a9723,60.177,216,32.99,0,210,0
scene-0096,1533151279147860,93a7614dd9314cb9b184dc94bab76c7d,bb5483114df54c289c58bd39e8babe47,79.483,319,19.18,0,303,0
scene-0096,1533151279147860,9118e4be2f434a1682fee8ce09b10820,b3de8851cd2249028604d74c5bfd1641,47.857,216,32.99,0,210,0
scene-0096,1533151279700559,93a7614dd9314cb9b184dc94bab76c7d,64f08c1c3f4547eea1ba9d0413b2fbcf,74.781,303,20.58,0,299,0
scene-0096,1533151279700559,a5a2a654c67d4119a1fd5376dc076b30,ed549d7a5ec84b34a2497e6996f6fd40,80.267,350,11.38,0,350,0
scene-0096,1533151279700559,9777b10bcf214319b5f52261d4943a59,89a07572e20d447e8a1660dda84d398e,60.518,210,33.59,0,120,0
scene-0096,1533151279700559,9118e4be2f434a1682fee8ce09b10820,27a6e1519b524fba89bae1b68acafa2d,50.002,210,33.59,0,120,0
scene-0096,1533151280197931,a5a2a654c67d4119a1fd5376dc076b30,2fcb4c39b0af4e21958aec8b3dda6358,68.113,350,13.56,0,350,0
scene-0096,1533151280197931,79616b5963ae4c8dbc9e1a6e1c5d1a01,63d85a9e48d74f4884db72628eabae52,48.039,350,11.38,0,350,0
scene-0096,1533151280197931,9118e4be2f434a1682fee8ce09b10820,6872b6caf7924bf5b33826eba666a504,51.826,120,34.06,0,0,0
scene-0096,1533151280197931,93a7614dd9314cb9b184dc94bab76c7d,983a18ba0d844861a08fda75b891f822,70.577,299,21.69,0,290,0
scene-0096,1533151280197931,9777b10bcf214319b5f52261d4943a59,86de085fc51a4131976c802b9c2dd879,61.161,120,34.06,0,0,0
scene-0096,1533151280697790,79616b5963ae4c8dbc9e1a6e1c5d1a01,2046b1b5cf064ec796bf2305157ae477,43.419,350,13.56,0,350,0
scene-0096,1533151280697790,93a7614dd9314cb9b184dc94bab76c7d,78d85ca2a07140ab990ae64c6acb1d19,66.321,290,22.79,0,290,0
scene-0096,1533151280697790,a5a2a654c67d4119a1fd5376dc076b30,93b8285129804a16bc32acb0e53a6f21,58.467,350,15.56,0,350,0
scene-0096,1533151280697790,9118e4be2f434a1682fee8ce09b10820,c1cf185143cd404dadf8ac230d679018,52.976,0,33.86,0,0,0
scene-0096,1533151280697790,9777b10bcf214319b5f52261d4943a59,13b612a361b6493aadcb8dfb501b3369,61.119,0,33.86,0,0,0
scene-0096,1533151281198277,93a7614dd9314cb9b184dc94bab76c7d,dd9fab5d2f5844ee87b2a801168d1fee,62.081,290,24.01,0,290,0
scene-0096,1533151281198277,9118e4be2f434a1682fee8ce09b10820,76624f98639f41b3b23f7b12e52c3add,54.319,0,33.37,0,68,0
scene-0096,1533151281198277,a5a2a654c67d4119a1fd5376dc076b30,99b22e56f8dd477da9bb4f2fea694bd3,49.071,350,17.48,0,319,0
scene-0096,1533151281198277,9777b10bcf214319b5f52261d4943a59,41c139dd7c994b5f9728ed23dd2838f4,60.639,0,33.37,0,68,0
scene-0096,1533151281198277,79616b5963ae4c8dbc9e1a6e1c5d1a01,e070160dcbfa435493d7b250cd104b46,39.019,350,15.56,0,350,0
scene-0096,1533151281699224,9777b10bcf214319b5f52261d4943a59,8e74ec95dcba4aa0880e863f99b107f9,60.29,68,32.69,0,91,0
scene-0096,1533151281699224,9118e4be2f434a1682fee8ce09b10820,f988417b984549f298d621cc56e6f998,55.456,68,32.69,0,91,0
scene-0096,1533151281699224,93a7614dd9314cb9b184dc94bab76c7d,8702016ea7d2491e9559a86064b6b75a,58.062,290,24.89,0,286,0
scene-0096,1533151281699224,b4bfe22bcad14681b40d43ccc5363ef4,b0dd0b732dd64c19b460ecc380ccde5d,62.846,350,11.38,0,350,0
scene-0096,1533151281699224,79616b5963ae4c8dbc9e1a6e1c5d1a01,54e9832c4d1b4e2a99c017bc1f1147eb,35.08,350,17.48,0,319,0
scene-0096,1533151281699224,a5a2a654c67d4119a1fd5376dc076b30,1c89a42a1ffa451d96ce630b62e86968,39.919,319,19.18,0,303,0
scene-0096,1533151282197977,9118e4be2f434a1682fee8ce09b10820,f88e3077079f4e1a8c2cef2b2e1fd8bd,56.066,91,32.16,0,91,0
scene-0096,1533151282197977,9777b10bcf214319b5f52261d4943a59,208e2da9cf8b4167a4ae524a9f86db5e,59.173,91,32.16,0,91,0
scene-0096,1533151282197977,b4bfe22bcad14681b40d43ccc5363ef4,0758cd1994734693a26f2f587d9f971d,54.982,350,13.56,0,350,0
scene-0096,1533151282197977,a5a2a654c67d4119a1fd5376dc076b30,fe5c9e23b3ab4c99b73c113ce4690936,30.961,303,20.58,0,299,0
scene-0096,1533151282697850,a5a2a654c67d4119a1fd5376dc076b30,8431f5f54c204cbc8a35224587b1bb2e,22.336,299,21.69,0,290,0
scene-0096,1533151282697850,a8ab0d00d03d4f0b9b7f2e5cd56ba272,7c48c703b2094922bebc70724c95c008,42.221,350,11.38,0,350,0
scene-0096,1533151282697850,b4bfe22bcad14681b40d43ccc5363ef4,790b4879efe44674911d5726f2c26421,47.267,350,15.56,0,350,0
scene-0096,1533151282697850,9777b10bcf214319b5f52261d4943a59,1cb7e9a3b62b463c821c3ea4e06bf4b6,58.099,91,31.84,0,94,0
scene-0096,1533151282697850,9118e4be2f434a1682fee8ce09b10820,28ac4139bb1d49279e8cb1519441e2fc,56.722,91,31.84,0,94,0
scene-0096,1533151283197739,9118e4be2f434a1682fee8ce09b10820,6d85196797fe420ab16ab0ea9b31b7b7,57.383,94,31.73,0,94,0
scene-0096,1533151283197739,a8ab0d00d03d4f0b9b7f2e5cd56ba272,4847e978abc6435cbab96a20b40fe679,33.101,350,13.56,0,350,0
scene-0096,1533151283197739,b4bfe22bcad14681b40d43ccc5363ef4,bddd3e1b4e724be5af1b5953e72731f0,39.073,350,17.48,0,319,0
scene-0096,1533151283197739,9777b10bcf214319b5f52261d4943a59,8644b7adb0324cfaa52fb139f504fac2,57.028,94,31.73,0,94,0
scene-0096,1533151283697607,a8ab0d00d03d4f0b9b7f2e5cd56ba272,ee72649d89b24657bddafdc9db11a2c8,24.418,350,15.56,0,350,0
scene-0096,1533151283697607,b4bfe22bcad14681b40d43ccc5363ef4,b29f2592041e40e3af0a9060144f3db0,31.215,319,19.18,0,303,0
scene-0096,1533151283697607,9777b10bcf214319b5f52261d4943a59,5f928b860ddd4637b9c416ddb1f06571,55.179,94,31.49,0,0,0
scene-0096,1533151283697607,9118e4be2f434a1682fee8ce09b10820,dbd21b2af5a240a097553f70211ea98d,57.291,94,31.49,0,0,0
scene-0096,1533151284198013,9118e4be2f434a1682fee8ce09b10820,c2949a65a8fa4e97bb3cd96be3d3110a,57.003,0,31.15,0,0,0
scene-0096,1533151284198013,b4bfe22bcad14681b40d43ccc5363ef4,b83b2277c81c4aa4b93957b3e9a388a3,24.018,303,20.58,0,299,0
scene-0096,1533151284198013,c5a81175bd414b34bb90ab16afb8c8e8,687dc952fd214cbe9f04b1dab6a20c3e,40.513,350,11.38,0,350,0
scene-0096,1533151284198013,9777b10bcf214319b5f52261d4943a59,738c137ab6bb4990811f9fa9e8a53fe9,53.398,0,31.15,0,0,0
scene-0096,1533151284697923,c5a81175bd414b34bb90ab16afb8c8e8,49b2e5754b844bcbb331f2869820131d,32.177,350,13.56,0,350,0
scene-0096,1533151284697923,9777b10bcf214319b5f52261d4943a59,6e9a3a62c8ee4dcf8fcb3ef1a9c65ee7,51.128,0,30.69,0,0,2
scene-0096,1533151284697923,9118e4be2f434a1682fee8ce09b10820,1dcbc955840f4832a3cca6ab58900192,56.295,0,30.69,0,0,2
scene-0096,1533151284697923,8498eaee51894acaa8651c9b38780f99,af2b1fde18924ffebbb26251db73a118,39.083,350,11.38,0,350,0
scene-0096,1533151285197773,c5a81175bd414b34bb90ab16afb8c8e8,c4cbc0bf48ce4247b80234f67ae0853c,24.783,350,15.56,0,350,0
scene-0096,1533151285197773,9777b10bcf214319b5f52261d4943a59,032d28afe78a4fb48970d822c588cec0,48.622,0,29.64,2,0,0
scene-0096,1533151285197773,8498eaee51894acaa8651c9b38780f99,e6d51dc0840f4ee0bff603d717c7aa63,30.562,350,13.56,0,350,0
scene-0096,1533151285197773,9118e4be2f434a1682fee8ce09b10820,aec83a5a6b714eff87046b4291946816,55.256,0,29.64,2,0,0
scene-0096,1533151285197773,693f3b078d764818aca17519f2d06673,fd49174e9b97403da7d2f550c9c70a87,44.53,350,11.38,0,350,0
scene-0096,1533151285697651,9777b10bcf214319b5f52261d4943a59,c16c9bc474eb48589d9e4f429408e1e7,46.346,0,28.21,0,0,0
scene-0096,1533151285697651,8498eaee51894acaa8651c9b38780f99,d8eefba553774e6cb55c5eeb566611fc,22.814,350,15.56,0,350,0
scene-0096,1533151285697651,693f3b078d764818aca17519f2d06673,995b8a2ef5cd4584b339155a38cc2e0e,36.132,350,13.56,0,350,0
scene-0096,1533151285697651,9118e4be2f434a1682fee8ce09b10820,1c88b91ddc714c8bbf507e7d7cd31004,54.023,0,28.21,0,0,0
scene-0096,1533151285697651,744d98c39cc74c8c8b40bfeea7c24c23,c7cebc5e34ad4c4b9e77017342038ce7,39.862,350,11.38,0,350,0
scene-0096,1533151286198109,693f3b078d764818aca17519f2d06673,2073b0a2fb25445488f75f3a975ac06a,28.304,350,15.56,0,350,0
scene-0096,1533151286198109,744d98c39cc74c8c8b40bfeea7c24c23,2e5fbf9675e5452c80f595051268c39e,31.658,350,13.56,0,350,0
scene-0096,1533151286198109,9777b10bcf214319b5f52261d4943a59,e727e8228b9449a08e495d6a2480d385,43.835,0,26.72,0,0,0
scene-0096,1533151286198109,9118e4be2f434a1682fee8ce09b10820,0fac44f616ff468a83d854057d0b20b0,52.463,0,26.72,0,0,0
scene-0096,1533151286697961,744d98c39cc74c8c8b40bfeea7c24c23,131d9801218f4d8f896b3955b6941f28,23.98,350,15.56,0,350,0
scene-0096,1533151286697961,9118e4be2f434a1682fee8ce09b10820,3762a01f497641e0a465f7f8d02847db,50.59,0,25.3,0,0,0
scene-0096,1533151286697961,9777b10bcf214319b5f52261d4943a59,8dc753a0d6c94cdcb36e4124fe9b87de,41.392,0,25.3,0,0,0
scene-0096,1533151287197844,9118e4be2f434a1682fee8ce09b10820,5dc2b776096c465e875cf500a4606592,48.361,0,24.13,0,0,0
scene-0096,1533151287197844,9777b10bcf214319b5f52261d4943a59,b835dafcf4ce4ffa861f6089d29c6150,38.754,0,24.13,0,0,0
scene-0096,1533151287647455,9118e4be2f434a1682fee8ce09b10820,a42a99355a88459288399f57e424d412,46.026,0,22.95,0,0,0
scene-0096,1533151287647455,9777b10bcf214319b5f52261d4943a59,0b2741491aea45c09c5645def171a06b,36.594,0,22.95,0,0,0
scene-0096,1533151288147333,9118e4be2f434a1682fee8ce09b10820,eea51f6f0a2946cfbe91fbf7917f5786,43.053,0,21.69,0,0,0
scene-0096,1533151288147333,9777b10bcf214319b5f52261d4943a59,7ad59fe473344d9280246f7d74313521,34.255,0,21.69,0,0,0
scene-0097,1533151345547340,ce359c2b8ea14cbb828521ca78733cad,32c5e17e8e754e9a991282f078594c59,19.879,0,0.0,18,0,18
scene-0097,1533151345547340,136cbc143e3142a18c88ee0e60eadc72,cf192a654c0d49998bf8f32a3d3bac64,12.817,0,0.0,18,0,18
scene-0097,1533151345547340,be4499bd32ae4874889fc337889df7e5,724e697fcb6543b7b47d410fa94a477e,18.523,0,0.0,18,0,18
scene-0097,1533151345547340,05f1813950084c13871068fd6ed04f56,87dc9ed6878343e184bd07911e62c814,11.111,0,0.0,18,0,18
scene-0097,1533151345547340,af40da57169749d587e242639dd2e390,bd3e6adc95d448f48fae2d44da46d21f,6.248,0,0.0,18,0,18
scene-0097,1533151346047222,be4499bd32ae4874889fc337889df7e5,c656d4932996461cb35c4776295963fc,18.518,0,0.0,18,0,18
scene-0097,1533151346047222,af40da57169749d587e242639dd2e390,8911a2d3b01d41b28e08cb747c35bd29,6.242,0,0.0,18,0,18
scene-0097,1533151346047222,ce359c2b8ea14cbb828521ca78733cad,e88b8edefc4740938bd203b53714af15,19.894,0,0.0,18,0,18
scene-0097,1533151346047222,05f1813950084c13871068fd6ed04f56,3199f452086d479cb107237c52af6e1e,11.111,0,0.0,18,0,18
scene-0097,1533151346047222,136cbc143e3142a18c88ee0e60eadc72,9246acd1959c4839876db1f71ec20715,12.822,0,0.0,18,0,18
scene-0097,1533151346553505,ce359c2b8ea14cbb828521ca78733cad,79ef6c4907284a56ae044ba34741807d,19.855,0,0.0,18,0,18
scene-0097,1533151346553505,136cbc143e3142a18c88ee0e60eadc72,fe9bf8c31bb64cee97ba76f0556517c2,12.827,0,0.0,18,0,18
scene-0097,1533151346553505,be4499bd32ae4874889fc337889df7e5,a64c79fa0fdb4197be055dbadcac63f1,18.511,0,0.0,18,0,18
scene-0097,1533151346553505,05f1813950084c13871068fd6ed04f56,693c55ad248e46d1afb3d8656ec64dcf,11.111,0,0.0,18,0,18
scene-0097,1533151346553505,af40da57169749d587e242639dd2e390,9e479fc9abb84b5bba5c25bc48351f65,6.236,0,0.0,18,0,18
scene-0097,1533151347047518,136cbc143e3142a18c88ee0e60eadc72,7dcda87b92954454b109dafd52952501,12.832,0,0.0,18,0,18
scene-0097,1533151347047518,be4499bd32ae4874889fc337889df7e5,dbf5a819facc4913864555404b4b1c79,18.506,0,0.0,18,0,18
scene-0097,1533151347047518,ce359c2b8ea14cbb828521ca78733cad,5f2c4ae76ab045a587b12bedd56084c9,19.884,0,0.0,18,0,18
scene-0097,1533151347047518,05f1813950084c13871068fd6ed04f56,2338b69d26794112aa8d852f1245c262,11.111,0,0.0,18,0,18
scene-0097,1533151347047518,af40da57169749d587e242639dd2e390,046ca90ad6c94ba48906987674eef1f7,6.231,0,0.0,18,0,18
scene-0097,1533151347547552,be4499bd32ae4874889fc337889df7e5,37f5b4bd1e884fc9ae995f6d8484564d,18.5,0,0.0,18,0,18
scene-0097,1533151347547552,05f1813950084c13871068fd6ed04f56,370470d983404414ad8afd63c2774ce1,11.111,0,0.0,18,0,18
scene-0097,1533151347547552,af40da57169749d587e242639dd2e390,da0f634bd6c144ce953a0a48baa3098b,6.238,0,0.0,18,0,18
scene-0097,1533151347547552,ce359c2b8ea14cbb828521ca78733cad,64effaaabff44b5dab4eddef4ba213ef,19.85,0,0.0,18,0,18
scene-0097,1533151347547552,136cbc143e3142a18c88ee0e60eadc72,53e88faec59c4dec9c7570785f097b7d,12.837,0,0.0,18,0,18
scene-0097,1533151348047257,be4499bd32ae4874889fc337889df7e5,4c1767373c884763b1c34f7d59fd2d2a,18.51,0,0.0,18,0,18
scene-0097,1533151348047257,af40da57169749d587e242639dd2e390,5da3efa302c34053b817a31b3582cd7f,6.245,0,0.0,18,0,18
scene-0097,1533151348047257,ce359c2b8ea14cbb828521ca78733cad,d59f73f11835477e928598026c8d40e8,19.909,0,0.0,18,0,18
scene-0097,1533151348047257,05f1813950084c13871068fd6ed04f56,172ee0504c8c4a6da89512d1d5e707a8,11.111,0,0.0,18,0,18
scene-0097,1533151348047257,136cbc143e3142a18c88ee0e60eadc72,8dcc942c3a004470b7cfa6ea8b7188fb,12.842,0,0.0,18,0,18
scene-0097,1533151348647795,05f1813950084c13871068fd6ed04f56,d81e1528e55f4a8a8f7bcfca44bcc5ed,11.12,0,0.0,18,0,19
scene-0097,1533151348647795,136cbc143e3142a18c88ee0e60eadc72,e61d4fa7b24d4b988f47a4c370aacce0,12.848,0,0.0,18,0,19
scene-0097,1533151348647795,ce359c2b8ea14cbb828521ca78733cad,689147a96c9146868ae14da6597d39bb,19.873,0,0.0,18,0,19
scene-0097,1533151348647795,af40da57169749d587e242639dd2e390,fb46cc8f0c41456da61305bd9a27298f,6.252,0,0.0,18,0,19
scene-0097,1533151348647795,be4499bd32ae4874889fc337889df7e5,6d68683825524db9b1c22c753b84d081,18.521,0,0.0,18,0,19
scene-0097,1533151349147677,be4499bd32ae4874889fc337889df7e5,25e6e30552534057b872d90d000a29d8,18.532,0,0.0,19,0,18
scene-0097,1533151349147677,05f1813950084c13871068fd6ed04f56,b8e9bba1ef3f47daba549f5e74e0fa7c,11.13,0,0.0,19,0,18
scene-0097,1533151349147677,af40da57169749d587e242639dd2e390,8dbf02f91cfc4dc3ade2e7fd087fe174,6.259,0,0.0,19,0,18
scene-0097,1533151349147677,ce359c2b8ea14cbb828521ca78733cad,b179dc0d9966456aaa2fa85ea71d1cc4,19.86,0,0.0,19,0,18
scene-0097,1533151349147677,136cbc143e3142a18c88ee0e60eadc72,60d0544d357147fb9d990d1117a3bdcd,12.853,0,0.0,19,0,18
scene-0097,1533151349647528,be4499bd32ae4874889fc337889df7e5,473996b460944ef5ba407bc20254a83b,18.543,0,0.0,18,0,19
scene-0097,1533151349647528,136cbc143e3142a18c88ee0e60eadc72,11f449f399d048bf926fdd1d7366d1a5,12.858,0,0.0,18,0,19
scene-0097,1533151349647528,05f1813950084c13871068fd6ed04f56,633ae015e74b4f7f9cb4d14fc2b97c2a,11.139,0,0.0,18,0,19
scene-0097,1533151349647528,ce359c2b8ea14cbb828521ca78733cad,bf08fd5cf0d848b5b40daec1c521a540,19.847,0,0.0,18,0,19
scene-0097,1533151349647528,af40da57169749d587e242639dd2e390,250e9f31e3f0479cb493befe6058a530,6.267,0,0.0,18,0,19
scene-0097,1533151350148230,be4499bd32ae4874889fc337889df7e5,daf4b258b2914af4ba175003d9f7d564,18.58,0,0.0,19,0,19
scene-0097,1533151350148230,ce359c2b8ea14cbb828521ca78733cad,4fbba6eea95b4655acf3e14d38064778,19.874,0,0.0,19,0,19
scene-0097,1533151350148230,136cbc143e3142a18c88ee0e60eadc72,cb7a2be91f664534b217884baa98b3f3,12.863,0,0.0,19,0,19
scene-0097,1533151350148230,05f1813950084c13871068fd6ed04f56,781974f3ebad4c8b9e2d48705b8f4ab1,11.149,0,0.0,19,0,19
scene-0097,1533151350148230,af40da57169749d587e242639dd2e390,cff8ab94270c41639b7ecd98a86b83d3,6.274,0,0.0,19,0,19
scene-0097,1533151350647297,05f1813950084c13871068fd6ed04f56,444f67818d0048cf994a624b234967fc,11.177,0,0.0,19,0,18
scene-0097,1533151350647297,136cbc143e3142a18c88ee0e60eadc72,1de640aa0ed441d59a2981897485490b,12.868,0,0.0,19,0,18
scene-0097,1533151350647297,ce359c2b8ea14cbb828521ca78733cad,d750d7d5ff9844d6b91670fa55d41af9,20.172,0,0.0,19,0,18
scene-0097,1533151350647297,af40da57169749d587e242639dd2e390,2449115a2a9e440e99dd83614c7da390,6.248,0,0.0,19,0,18
scene-0097,1533151350647297,be4499bd32ae4874889fc337889df7e5,85f03551cb7d4829ac8d6534c9b53a7c,18.836,0,0.0,19,0,18
scene-0097,1533151351196924,136cbc143e3142a18c88ee0e60eadc72,80a3cecfcd2b4b9b87b6c51d21853c2e,12.873,0,0.0,18,0,0
scene-0097,1533151351196924,ce359c2b8ea14cbb828521ca78733cad,3096cb3ef68f4165925516f5ce63fc36,21.096,0,0.0,18,0,0
scene-0097,1533151351196924,05f1813950084c13871068fd6ed04f56,d545940989514cfd9a1dba19c4bc9f1e,11.32,0,0.0,18,0,0
scene-0097,1533151351196924,af40da57169749d587e242639dd2e390,6490c553b298428f8b211254eb1ade06,6.274,0,0.0,18,0,0
scene-0097,1533151351696787,ce359c2b8ea14cbb828521ca78733cad,8277931641494024a0ee71ed1ea0be45,22.401,0,0.0,0,99,0
scene-0097,1533151351696787,af40da57169749d587e242639dd2e390,3413c2f48b2346d083babd1910ed3382,6.261,0,0.0,0,99,0
scene-0097,1533151351696787,136cbc143e3142a18c88ee0e60eadc72,88da950f593648e1b3f5eb32759060c2,12.878,0,0.0,0,99,0
scene-0097,1533151351696787,05f1813950084c13871068fd6ed04f56,2d288f0d43de444dbe41ea1a7aa89f55,11.669,0,0.0,0,99,0
scene-0097,1533151352197225,05f1813950084c13871068fd6ed04f56,ec90632e1e5b49d08ae178704addd2f8,12.426,99,0.0,0,136,0
scene-0097,1533151352197225,af40da57169749d587e242639dd2e390,44aef783b29641c89f985d41fa24a4ac,6.248,99,0.0,0,136,0
scene-0097,1533151352197225,ce359c2b8ea14cbb828521ca78733cad,9a3e1b5737054c048ac4bfa471d36161,24.342,99,0.0,0,136,0
scene-0097,1533151352197225,136cbc143e3142a18c88ee0e60eadc72,21aff89b32164c0cab761eef2afcf075,13.214,99,0.0,0,136,0
scene-0097,1533151352697097,136cbc143e3142a18c88ee0e60eadc72,d8a7f34be81f45a58923f9346e948087,14.083,136,1.55,0,193,0
scene-0097,1533151352697097,05f1813950084c13871068fd6ed04f56,4c0cf17eccaa425b9a4ac313d5060f9c,13.488,136,1.55,0,193,0
scene-0097,1533151352697097,af40da57169749d587e242639dd2e390,b49601cd02eb4f05a05cb7fc7dc32906,6.193,136,1.55,0,193,0
scene-0097,1533151352697097,ce359c2b8ea14cbb828521ca78733cad,004b35a74dee481cb0094ea98cb01701,26.666,136,1.55,0,193,0
scene-0097,1533151353297057,136cbc143e3142a18c88ee0e60eadc72,7508bc9eec0547cb995a0201b16131ba,15.658,193,2.96,0,219,0
scene-0097,1533151353297057,af40da57169749d587e242639dd2e390,4e4ca6b1ccf240c18a15385e897c537b,5.962,193,2.96,0,219,0
scene-0097,1533151353297057,ce359c2b8ea14cbb828521ca78733cad,773bc8ec6f654cfba2ae71f2a851e17b,29.944,193,2.96,0,219,0
scene-0097,1533151353297057,05f1813950084c13871068fd6ed04f56,f15bcd061dce4f01a22d17dc6e0d0087,15.048,193,2.96,0,219,0
scene-0097,1533151353297057,fb0b0b26587c4bd9b54f30316bde1b2e,f7552af0146143f4990f52c372ade504,50.643,0,0.0,18,0,18
scene-0097,1533151353796948,af40da57169749d587e242639dd2e390,056ac62923e74bf69d741616b7448b82,5.617,219,4.57,0,249,0
scene-0097,1533151353796948,136cbc143e3142a18c88ee0e60eadc72,b8fc6bdd4a45434b87cacd65d0d64e5f,17.57,219,4.57,0,249,0
scene-0097,1533151353796948,d6068896f9974e858b4a30daac975e7c,08449938dd0549f4bb495901bafa6710,46.902,0,0.0,18,0,18
scene-0097,1533151353796948,fb0b0b26587c4bd9b54f30316bde1b2e,6369d6a2a3b74733868068248b641295,44.962,0,0.0,18,0,18
scene-0097,1533151353796948,ce359c2b8ea14cbb828521ca78733cad,8a7d32c541494330aa24b7ee9b7e8ad8,32.905,219,4.57,0,249,0
scene-0097,1533151353796948,05f1813950084c13871068fd6ed04f56,3d1abc15936349d1837e50439fd37520,16.551,219,4.57,0,249,0
scene-0097,1533151354297367,d6068896f9974e858b4a30daac975e7c,787bc8465a134c67b52244c211d40708,41.475,0,0.0,18,0,18
scene-0097,1533151354297367,136cbc143e3142a18c88ee0e60eadc72,5bb0bfbad2f946d099bb745feaae2c69,19.538,249,6.18,0,283,0
scene-0097,1533151354297367,05f1813950084c13871068fd6ed04f56,28ce97166439419ca299e10085ff50c6,18.137,249,6.18,0,283,0
scene-0097,1533151354297367,af40da57169749d587e242639dd2e390,87a2ae81487b4756b590d23dc711fec6,5.204,249,6.18,0,283,0
scene-0097,1533151354297367,fb0b0b26587c4bd9b54f30316bde1b2e,044dcdfec5ac4d32acceb8797d07b144,39.021,0,0.0,18,0,18
scene-0097,1533151354297367,ce359c2b8ea14cbb828521ca78733cad,a5705e98d884417481f73458e2307b4f,36.032,249,6.18,0,283,0
scene-0097,1533151354797246,136cbc143e3142a18c88ee0e60eadc72,e4903d4cc02c4488a56309da1281e7c2,22.027,283,7.8,0,293,0
scene-0097,1533151354797246,fb0b0b26587c4bd9b54f30316bde1b2e,fc53e55636f84beba1674a5bf6fbda05,33.051,0,0.0,18,0,18
scene-0097,1533151354797246,d6068896f9974e858b4a30daac975e7c,cf7654e5116a4f8ba664f27a286dd3ba,35.923,0,0.0,18,0,18
scene-0097,1533151354797246,e5bfe02a37004effa0abf2bff9fb3d32,9ce5e7e2e3214990b0f189ae3f77039c,52.25,0,0.0,18,0,18
scene-0097,1533151354797246,af40da57169749d587e242639dd2e390,ea48ff9e379d446392e7f0c40a32d9b8,4.976,283,7.8,0,293,0
